bookId,title,author,coverImg,rating,language,isbn,genres,bookFormat,category
204,Murder on the Orient Express,Agatha Christie,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486131451l/853510._SY475_.jpg,4.17,English,9.78E+12,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Detective', 'Adult', 'British Literature']",Paperback,Mystery
205,His Dark Materials,Philip Pullman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442329494l/18116._SY475_.jpg,4.25,English,9.78E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Science Fiction Fantasy', 'Science Fiction', 'Adventure', 'Classics', 'Steampunk', 'Magic']",Mass Market Paperback,Fantasy
206,A Little Princess,"Frances Hodgson Burnett, Nancy Bond (Foreword)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868556l/3008.jpg,4.2,English,9.78E+12,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Literature', 'Juvenile', 'Novels']",Paperback,Classics
207,The Other Boleyn Girl,Philippa Gregory (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932638l/37470.jpg,4.07,English,1.00E+13,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Adult', 'British Literature', 'Historical Romance', 'Tudor Period', 'Chick Lit', 'Adult Fiction']",Paperback,Historical Fiction
208,Schindler's List,Thomas Keneally,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348163457l/375013.jpg,4.34,English,9.78E+12,"['History', 'Nonfiction', 'Classics', 'Holocaust', 'War', 'Historical', 'World War II', 'Biography', 'Literature', 'Media Tie In']",Paperback,History
209,The Boy in the Striped Pajamas,John Boyne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366228171l/39999.jpg,4.15,English,1.00E+13,"['Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Holocaust', 'War', 'Classics', 'World War II', 'School', 'Childrens']",Hardcover,Historical Fiction
210,Jurassic Park,Michael Crichton,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529604411l/40604658._SY475_.jpg,4.04,English,B007UH4D3G,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics', 'Science Fiction Fantasy', 'Dinosaurs', 'Suspense']",Kindle Edition,Science Fiction
211,Last Sacrifice,Richelle Mead (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319850978l/6527740._SY475_.jpg,4.39,English,9.78E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",Hardcover,Young Adult
212,The Night Circus,Erin Morgenstern (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387124618l/9361589.jpg,4.03,English,9.78E+12,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magic', 'Young Adult', 'Magical Realism', 'Adult', 'Audiobook', 'Historical']",Hardcover,Fantasy
213,Fallen,Lauren Kate (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649l/6487308._SY475_.jpg,3.73,English,9.78E+12,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Teen']",Hardcover,Young Adult
214,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien (Editor), Ted Nasmith (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565193934l/7332.jpg,3.93,English,9.78E+12,"['Fantasy', 'Fiction', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Mythology', 'Literature', 'Novels', 'Adventure']",Hardcover,Fantasy
215,The Secret Magdalene,Ki Longfellow (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175446011l/514811._SY475_.jpg,4.07,English,9.78E+12,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Novels', 'Contemporary', 'Biblical Fiction', 'Literature', 'Biblical']",Hardcover,Historical Fiction
216,Beloved,Toni Morrison,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347984578l/6149.jpg,3.87,English,9.78E+12,"['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'Literature', 'African American', 'Historical', 'Novels', 'School', 'Literary Fiction']",Paperback,Fiction
217,The Trial,"Franz Kafka, Max Brod (Afterword), Willa Muir (Translator), Edwin Muir (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399438l/17690.jpg,3.96,English,1.00E+13,"['Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Novels', 'Dystopia', '20th Century', 'Czech Literature', 'Literary Fiction']",Paperback,Classics
218,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy (Foreword)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562554946l/310612._SY475_.jpg,3.89,English,9.78E+12,"['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American', 'Literary Fiction', 'Audiobook', 'Contemporary']",Paperback,Fiction
219,The Sun Also Rises,Ernest Hemingway,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509802323l/3876._SY475_.jpg,3.82,English,1.00E+13,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'Historical Fiction', 'Spain', 'School', 'Classic Literature', '20th Century']",Paperback,Classics
220,The Selection,Kiera Cass (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322103400l/10507293.jpg,4.13,English,9.78E+12,"['Young Adult', 'Romance', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook', 'Teen', 'Chick Lit', 'Young Adult Fantasy']",Hardcover,Young Adult
221,The Velveteen Rabbit,"Margery Williams Bianco, William Nicholson (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347748913l/144974.jpg,4.29,English,9.78E+12,"['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Young Adult', 'Juvenile', 'Kids', 'Short Stories']",Paperback,Childrens
222,Catching Fire,Suzanne Collins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028.jpg,4.29,English,9.78E+12,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",Hardcover,Young Adult
223,The Lost Hero,Rick Riordan (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003l/7736182._SY475_.jpg,4.33,English,9.78E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Young Adult Fantasy']",Hardcover,Fantasy
224,Throne of Glass,Sarah J. Maas (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495278054l/7896527.jpg,4.2,English,1.00E+13,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'New Adult', 'Adventure', 'Paranormal']",Hardcover,Fantasy
225,Spirit Bound,Richelle Mead (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291168967l/6479259._SY475_.jpg,4.35,English,9.78E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",Hardcover,Young Adult
226,Clockwork Prince,Cassandra Clare (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747l/10025305.jpg,4.44,English,9.78E+12,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy', 'Fiction', 'Angels', 'Vampires']",Hardcover,Fantasy
227,The Iliad/The Odyssey,"Homer, Robert Fagles (Translator), Bernard Knox (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181863l/1375.jpg,4.04,English,9.78E+12,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Literature', 'Fantasy', 'Historical Fiction', 'School', 'Adventure', 'Historical']",Paperback,Classics
228,The Crucible,"Arthur Miller, Christopher Bigs(Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547467608l/17250._SY475_.jpg,3.59,English,9.78E+12,"['Classics', 'Plays', 'Fiction', 'Historical Fiction', 'Drama', 'School', 'Read For School', 'Historical', 'High School', 'Literature']",Paperback,Classics
229,Cat's Cradle,Kurt Vonnegut Jr.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150l/135479.jpg,4.16,English,9.78E+12,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia', 'American', 'Fantasy', '20th Century']",Paperback,Fiction
230,The God of Small Things,"Arundhati Roy (Goodreads Author), Claude Demanuelli (Translator), Barbara Auer (Narrator), Diana Quick (Reading), Luana Stoica (trad.), Donada Peters (Narrator), Josep Julià Ballbé (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590282886l/9777.jpg,3.94,English,9.78E+12,"['Fiction', 'India', 'Historical Fiction', 'Contemporary', 'Novels', 'Indian Literature', 'Literary Fiction', 'Literature', 'Classics', 'Asia']",Hardcover,Fiction
231,The Wind in the Willows,"Kenneth Grahame, Gillian Avery (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423183570l/5659.jpg,3.98,English,9.78E+12,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Animals', 'Young Adult', 'Adventure', 'Literature', 'Middle Grade', 'Audiobook']",Paperback,Classics
232,The Screwtape Letters,C.S. Lewis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476379778l/8130077._SY475_.jpg,4.22,English,B002BD2V2Y,"['Fiction', 'Classics', 'Christian', 'Religion', 'Christianity', 'Fantasy', 'Theology', 'Christian Fiction', 'Faith', 'Philosophy']",Kindle Edition,Fiction
233,Girl with a Pearl Earring,Tracy Chevalier (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327197580l/2865.jpg,3.89,English,9.78E+12,"['Historical Fiction', 'Fiction', 'Historical', 'Classics', 'Art', 'Romance', 'Adult Fiction', 'Adult', 'Novels', 'Literature']",Paperback,Historical Fiction
234,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill (Goodreads Author)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320418824l/561909.jpg,4.42,English,9.78E+12,"['Nonfiction', 'Biography', 'History', 'Christian', 'Classics', 'Memoir', 'Holocaust', 'World War II', 'Historical', 'Autobiography']",Paperback,Nonfiction
235,A Light in the Attic,Shel Silverstein,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427169918l/30118.jpg,4.34,English,9.78E+12,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books', 'Juvenile', 'Middle Grade', 'Banned Books']",Hardcover,Poetry
236,The Silence of the Lambs,Thomas Harris,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565096163l/23807._SY475_.jpg,4.2,English,9.78E+12,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Classics', 'Novels', 'Drama']",Paperback,Horror
237,Shiver,Maggie Stiefvater (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409283154l/6068551.jpg,3.77,English,9.78E+12,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Teen']",Hardcover,Young Adult
238,Uglies,Scott Westerfeld (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443904172l/24770.jpg,3.86,English,9.78E+12,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen', 'Adventure', 'Post Apocalyptic', 'Science Fiction Fantasy']",Paperback,Young Adult
239,City of Fallen Angels,Cassandra Clare (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452302l/6752378.jpg,4.12,English,9.78E+12,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Fiction', 'Angels', 'Supernatural', 'Magic']",Hardcover,Fantasy
240,Man's Search for Meaning,"Viktor E. Frankl, Harold S. Kushner (Foreword), William J. Winslade (Afterword), Isle Lasch (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY475_.jpg,4.36,English,9.78E+12,"['Nonfiction', 'Psychology', 'Philosophy', 'History', 'Memoir', 'Self Help', 'Biography', 'Classics', 'Holocaust', 'Spirituality']",Paperback,Nonfiction
241,She's Come Undone,Wally Lamb (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543505339l/5203.jpg,3.88,English,9.78E+12,"['Fiction', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Novels', 'Coming Of Age', 'Adult', 'Literary Fiction', 'Drama', 'Mental Illness']",Mass Market Paperback,Fiction
242,The Phantom of the Opera,"Gaston Leroux, Alexander Teixeira de Mattos (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867727l/480204.jpg,3.96,English,9.78E+12,"['Classics', 'Fiction', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Historical Fiction', 'France', 'Literature', 'Fantasy']",Paperback,Classics
243,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308858322l/12691.jpg,4.13,English,9.78E+12,"['Nonfiction', 'Animals', 'Memoir', 'Dogs', 'Biography', 'Humor', 'Biography Memoir', 'Adult', 'Contemporary', 'Autobiography']",Hardcover,Nonfiction
244,Ella Enchanted,Gail Carson Levine (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410727190l/24337.jpg,3.98,English,9.78E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Fairy Tales', 'Childrens', 'Middle Grade', 'Retellings', 'Magic', 'Adventure']",Paperback,Fantasy
245,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639l/11275.jpg,4.16,English,9.78E+12,"['Fiction', 'Magical Realism', 'Japan', 'Japanese Literature', 'Fantasy', 'Contemporary', 'Literature', 'Novels', 'Mystery', 'Asia']",Paperback,Fiction
246,Cinder,Marissa Meyer (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507557775l/36381037.jpg,4.14,English,1.00E+13,"['Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Dystopia', 'Retellings', 'Fiction', 'Fairy Tales', 'Audiobook', 'Young Adult Fantasy']",Hardcover,Young Adult
247,The Green Mile,Stephen King (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373903563l/11566.jpg,4.45,English,9.78E+12,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Supernatural', 'Paranormal', 'Crime', 'Drama', 'Historical Fiction']",Paperback,Horror
248,Blindness,José Saramago,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528481068l/40495148._SY475_.jpg,4.13,English,B003T0GBOM,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal', 'Horror', 'Portuguese Literature', 'Contemporary']",Kindle Edition,Fiction
249,A Clash of Kings,George R.R. Martin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567840212l/10572.jpg,4.41,English,9.78E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons', 'Audiobook', 'Epic']",Paperback,Fantasy
250,The Sound and the Fury,William Faulkner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433089995l/10975.jpg,3.86,English,1.00E+13,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', '20th Century', 'Southern Gothic', 'Southern', 'Literary Fiction', 'School']",Paperback,Classics
251,The Shack,William Paul Young,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532013572l/40874325._SY475_.jpg,3.78,English,B001B8Z2S0,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Faith', 'Inspirational', 'Christianity', 'Adult Fiction', 'Adult']",Kindle Edition,Fiction
252,Marked,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317067002l/30183.jpg,3.8,English,9.78E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Paranormal Romance', 'Teen']",Paperback,Young Adult
253,The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529026760l/39832183.jpg,4.17,English,9.78E+12,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'World War II', 'Book Club', 'War', 'Adult', 'Adult Fiction', 'Books About Books']",Paperback,Historical Fiction
254,For Whom the Bell Tolls,Ernest Hemingway,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492591524l/46170.jpg,3.97,English,1.00E+13,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'War', 'Novels', 'American', 'Spain', 'Classic Literature', 'Literary Fiction']",Paperback,Classics
255,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394204569l/7745.jpg,4.08,English,9.78E+12,"['Fiction', 'Classics', 'Humor', 'Journalism', 'Novels', 'American', 'Literature', 'Contemporary', 'Travel', 'Comedy']",Paperback,Fiction
256,The House of the Spirits,"Isabel Allende (Goodreads Author), Magda Bogin (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358615501l/9328.jpg,4.24,English,9.78E+12,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Literature', 'Historical', 'Novels', 'Latin American']",Paperback,Fiction
257,The Complete Calvin and Hobbes,Bill Watterson,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473064526l/24812._SX318_.jpg,4.82,English,9.78E+12,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comedy', 'Classics', 'Graphic Novels Comics', 'Comic Strips', 'Childrens', 'Comic Book']",Hardcover,Comics
258,Roots: The Saga of an American Family,Alex Haley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329398936l/546018.jpg,4.43,English,9.78E+12,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'African American', 'Africa', 'Race', 'Literature', 'Audiobook', 'Novels']",Mass Market Paperback,Historical Fiction
259,Misery,Stephen King (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614.jpg,4.17,English,9.78E+12,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Novels', 'Adult', 'Mystery Thriller', 'Crime', 'Drama']",Paperback,Horror
260,Howl's Moving Castle,Diana Wynne Jones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407450489l/6294.jpg,4.26,English,9.78E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Magic', 'Middle Grade', 'Childrens', 'Adventure', 'Classics', 'Young Adult Fantasy']",Mass Market Paperback,Fantasy
261,Stranger in a Strange Land,Robert A. Heinlein,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1156897088l/350._SY475_.jpg,3.92,English,9.78E+12,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction', 'Philosophy', 'Religion', 'Audiobook']",Paperback,Science Fiction
262,Island of the Blue Dolphins,Scott O'Dell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533405446l/41044096._SX318_.jpg,3.84,English,B0038AUY8M,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure', 'Historical', 'School', 'Survival']",Kindle Edition,Young Adult
263,Midnight Sun [2008 Draft],Stephenie Meyer,,4.02,English,1.00E+13,"['Young Adult', 'Fantasy', 'Vampires', 'Romance', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Teen']",ebook,Young Adult
264,The Girl Who Kicked the Hornet's Nest,"Stieg Larsson, Reg Keeland (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260l/6892870.jpg,4.22,English,9.78E+12,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Sweden', 'Audiobook']",Hardcover,Fiction
265,The Secret History,Donna Tartt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451554846l/29044.jpg,4.09,English,9.78E+12,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Thriller', 'Classics', 'Adult', 'Crime', 'Mystery Thriller', 'Novels']",Paperback,Fiction
266,White Oleander,Janet Fitch (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501159524l/32234._SY475_.jpg,3.97,English,9.78E+12,"['Fiction', 'Contemporary', 'Drama', 'Adult Fiction', 'Coming Of Age', 'Adult', 'Novels', 'Chick Lit', 'Literary Fiction', 'Young Adult']",Paperback,Fiction
267,The Diary of a Young Girl,"Anne Frank, Eleanor Roosevelt (Introduction), 郭清玲 (Translator), Barbara Mooyaart-Doubleday (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855.jpg,4.15,English,1.00E+13,"['Nonfiction', 'Classics', 'History', 'Biography', 'Memoir', 'Historical', 'Holocaust', 'Autobiography', 'War', 'World War II']",Mass Market Paperback,Nonfiction
268,Delirium,Lauren Oliver (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890411l/11614718.jpg,3.97,English,9.78E+12,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Teen', 'Audiobook', 'Love', 'Post Apocalyptic']",Paperback,Young Adult
269,Beautiful Disaster,Jamie McGuire (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358259032l/11505797.jpg,4.09,English,B0052VUNHC,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'Fiction', 'Chick Lit', 'Adult', 'Love']",Kindle Edition,Romance
270,Othello,William Shakespeare,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795105l/12996._SY475_.jpg,3.9,English,9.78E+12,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Theatre', 'Read For School', 'Poetry', 'Tragedy']",Paperback,Classics
271,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348371147l/6801755.jpg,4.42,English,9.78E+12,"['Historical Fiction', 'Egypt', 'Fiction', 'Historical', 'Philosophy', 'Literature', 'Africa', 'Romance', 'Ancient History', 'Classics']",Paperback,Historical Fiction
272,Paper Towns,John Green (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610l/6442769.jpg,3.8,English,9.78E+12,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Mystery', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Adventure', 'Young Adult Contemporary']",Paperback,Young Adult
273,The Vampire Lestat,Anne Rice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347515742l/43814.jpg,4.07,English,9.78E+12,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Gothic', 'Historical Fiction', 'Adult']",Paperback,Horror
274,Speak,Laurie Halse Anderson (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529044298l/39280444.jpg,4.02,English,9.78E+12,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Mental Health', 'High School', 'Coming Of Age', 'School', 'Abuse']",Hardcover,Young Adult
275,The Idiot,"Fyodor Dostoyevsky, Anna Brailovsky (Translator), Eva M. Martin (Translator), Constance Garnett (Translator), Martin Geeson (Narrator), Joseph Frank (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865902l/12505.jpg,4.18,English,9.78E+12,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Novels', 'Philosophy', '19th Century', 'Classic Literature', 'Historical Fiction']",Paperback,Classics
276,King Lear,William Shakespeare,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331563731l/12938.jpg,3.91,English,9.78E+12,"['Classics', 'Plays', 'Drama', 'Fiction', 'School', 'Literature', 'Theatre', 'Poetry', 'Read For School', 'Tragedy']",Mass Market Paperback,Classics
277,The Once and Future King,T.H. White,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338741283l/43545._SY475_.jpg,4.05,English,9.78E+12,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Science Fiction Fantasy', 'Young Adult', 'Literature', 'Historical']",Mass Market Paperback,Fantasy
278,I Know This Much Is True,Wally Lamb (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373532198l/227711.jpg,4.19,English,9.78E+12,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Mental Illness', 'Adult', 'Drama', 'Psychology', 'Literature']",Paperback,Fiction
279,Neverwhere,Neil Gaiman (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747943l/14497.jpg,4.17,English,9.78E+12,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction', 'Adventure', 'Horror', 'Adult', 'Young Adult']",Paperback,Fantasy
280,Into the Wild,Jon Krakauer (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403173986l/1845.jpg,3.99,English,9.78E+12,"['Nonfiction', 'Biography', 'Travel', 'Adventure', 'Classics', 'Memoir', 'Nature', 'Biography Memoir', 'School', 'Survival']",Paperback,Nonfiction
281,Inkheart,"Cornelia Funke (Goodreads Author), Anthea Bell (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538266636l/28194.jpg,3.88,English,9.78E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Magic', 'Books About Books', 'Young Adult Fantasy', 'Audiobook']",Paperback,Fantasy
282,Uncle Tom's Cabin,Harriet Beecher Stowe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414349231l/46787.jpg,3.87,English,1.00E+13,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'American', 'Novels', 'Classic Literature', '19th Century', 'School']",Paperback,Classics
